id_technology,description,id_technologyGroup
Fe_A,"maybe a benchscale experiment
Wastewater samples were collected from the secondary effluent in a WWTP in Nanjing, China, which uses anoxic–aerobic cyclic activated sludge technology (CAST). All samples were collected in roughly equal volumes per hour with composite samples and kept in sterile containers, which were placed in ice and transported to the laboratory for immediate analysis. The pH range of the secondary effluents was 7.0–7.2. The concentrations of chemical oxygen demand (COD), total nitrogen (TN), ammonia nitrogen (NH3–N), and suspended solids (SS) were found to be 13–39, 9.73–19, 9–12, and 9 mg L?1 , respectively. The absorbance at 254 nm (UV254) of the secondary effluents was 0.093–0.150. The original gene copies of the wastewater samples for sul1, text, tetG, intI1, and 16S rRNA genes ranged from 1.91 × 105 to 2.19 × 106 , 1.26 × 107 to 6.31 × 107 , 1.66 × 105 to 1.51 × 106 , 5.25 × 105 to 3.31 × 106 , and 4.37 × 107 to 3.72 × 109 copies mL?1 , respectively.

Fenton treatment was carried out at ambient temperature according to the following sequential steps. First, 500 mL of wastewater sample was taken in a beaker and magnetically stirred to ensure complete homogeneity and its pH was adjusted to test values by adding H2SO4 or NaOH solution. A wide pH range (2.5, 3.0, 3.5, 4.0, 5.0, and 7.0) was selected to obtain the optimal pH value to remove ARGs. The neutral pH value was also set to obtain the removal rate under real wastewater effluent condition. Second, the predetermined Fe2+ dose was achieved by adding the necessary amount of solid FeSO4·7H2O. After that, a known volume of 30% H2O2 solution was added in a single step to initiate the oxidation process. After a fixed reaction time, stirring was ceased and Fenton oxidation was stopped by adjusting the pH value to 7 by adding NaOH solution. Finally, after the reaction was complete, 200 mL of supernatant was collected and filtered through a 0.22-?m filter for the following analysis.",Fe
PhFe_E,"The experiments of the solar photocatalytic degradation were conducted in a compound parabolic collector (CPC) pilot plant which consists of 6 mounted glass tubes (55 mm x 1.5 m) on a fixed platform, which is situated at an angle (35°) of the local latitude and has a total volume of 60 L (CT). The UV solar irradiation was recorded continuously throughout the experimental procedure, through a UV radiometer (UV_air_ABC, Scitec Instruments) mounted on the CPC platform. The solar irradiation data was compared on different days and at different times of the day under different solar irradiation conditions ",PhFe
PhFe_F,"Degussa (Aeroxide) TiO2-P25 catalyst from Evonik Corporation (hereafter referred to as P25) and a composite consisting of TiO2 and 4.0 wt.% of graphene oxide (GO-TiO2) were used to conduct heterogeneous photocatalytic experiments. For comparative purposes, bare TiO2 was also prepared following the same method used for GO-TiO2, but without the addition of GO (hereafter referred to as TiO2). The H2O2 30% (w/v) solution, analytical grade sulphuric acid (H2SO4, 98%), bovine liver catalase and ferrous sulphate heptahydrate (FeSO4·7H2O) were  obtained from Riedel-de Haën (Germany), Merk (Germany), Sigma-Aldrich (USA) andPANREAC (Spain), respectively. Carbamazepine (CBZ), sulfamethoxazole (SMX) and diclofenac (DFC) were all high-purity grade (>99%), and purchased from Sigma-Aldrich (Spain). Stock solutions were prepared by dissolving the individual compounds (2.5 g L-1) in methanol due to water solubility limitations. Required volumes of the stock solutions were directly added to the urban wastewater samples into the CPC pilot reactor to obtain the initial concentration of 100 µg L-1 of each organic micropollutant. Methanol and acetonitrile (Sigma-Aldrich) were HPLC-grade. Ultrapure water was supplied by a Milli-Q water system. Municipal wastewater treatment plant samples All solar-driven treatments were carried out using urban wastewater samples collected (every day in batches of 60 L) after the secondary treatment from the UWWTP of El Bobar (Almería  Spain), and stored at 4 ºC no more than 2 hours before solar experiments. The UWWTP uses conventional activated sludge plus decantation as secondary treatment. In 2015 (year of the sampling campaign), it produced an average of secondary effluent daily flow of ca. 33,000 m3 with a capacity of 100,000 inhabitant-equivalent. The main physicochemical characteristics of the effluent, including turbidity, pH, conductivity, dissolved inorganic carbon (DIC), dissolvedorganic carbon (DOC) and inorganic ions concentration, are listed . Pilot scale CPC photoreactor and solar experiments All the solar-driven oxidation processes were performed in a pilot-scale CPC photoreactor, at Plataforma Solar de Almeria (PSA), Spain (37°84’N and 2°34’W), on sunny days between June and August 2015, with a duration of 5 hours.The CPC photoreactor tube module, tilted at an angle of 37º relative to the horizontal plane, is connected to a recirculation tank and a centrifugal pump. The water flow rate was set at 10 L min-1. The total volume of the photoreactor was 20 L, while the illuminated volume and the irradiated collector surface area were 15 L and 1 m 2 , respectively. Target chemical and biological contaminants were simultaneously monitored in the same experiment. In heterogeneous photocatalysis (P25, TiO2 and GO-TiO2) a catalyst load of 200 mg L-1  was used. In photo-Fenton (Fe2+/H2O2), ferrous sulphate heptahydrate was used as source of 10 mg L156 1 of Fe2+. In H2O2 assisted processes (H2O2, Fe2+ 157 /H2O2, P25/H2O2 and GO-TiO2/H2O2), the initial concentration of H2O2 was 20 mg L-1 reached by adding the H2O2 30% (w/v) solution. Different amounts of H2O2 added to the system may have different effect on the removal efficiencies (Cai and Hu 2017, Polo-López et al. 2014). The catalyst and H2O2 concentrations were selected considering the optimization done in our previous studies with solar-driven oxidation processes. Immediately after the collection of a sample, residual H2O2 was eliminated by adding a freshly prepared solution of bovine liver catalase (0.1 g L-1 164 ) in a ratio 0.1/5.0 (v/v). Photolysis (Blank) assays were performed to study the effect of solar radiation without the addition of any catalyst or reactant.",PhFe
UV_F,"BENCH SCALE FOR TERTIARY TREATMENTUV alone,low pressure mercury lamp, 245nm, rate: 0.2mWcm-2, dose: 200-400 mJcm-2",UV
UV_G,"BENCH SCALE FOR TERTIARY TREATMENTUV and Cl,low pressure mercury lamp, 245nm, rate: 9.85mWcm-2, dose: 62.4-249.5 mJcm-2 
Firstly, UV experiments were carried out in a cylinder Plexiglas reactor (310 mm height with radius of 450 mm). The reactor was equipped with a low-pressure mercury vapor 254 nm lamp (Model TUV 16 W T5 4P-SE, Philips) in a quartz sleeve, standing in the center of the installation. The fluence rate outer the sleeve was 9.85 mW cm?2 measured by an ultraviolet radiation meter equipped with a UV254 detector (Beijing Normal University Optical Instrument Factory). An 1800 mL wastewater effluent sample was injected into the reactor and mixed gently with a magnetic stir bar at 300 rpm. Before initiating the experiment, the apparatus was allowed to warm up for 10 min and stir for approximately for 10 s to ensure stable UV irradiation fluence and a well-mixed solution. Compared to chlorination, UV disinfection has an obvious advantage of short contact time. In this study, the reaction time for UV treatment alone was from 0 to 60 s. The samples were withdrawn at 15 s, 30 s and 60 s, and the corresponding UV doses were 62.4 mJ cm?2 , 124.8 mJ cm?2 and 249.5 mJ cm?2 , respectively, calculating by multiplying the irradiation time for the intensity of UV lamp Secondly, in the following chlorination experiments, FC was added into the UV irradiated samples by doses of 5 mg L?1 , 15 mg L?1 , 25 mg L?1 and 30 mg L?1 , respectively. After chlorination duration of 30 min, a Na2S2O3 solution was added to stop the chlorination for subsequent ARGs detection. All disinfection treatments of wastewater were conducted at room temperature (22 ± 2 °C) for statistical analysis.",UV
UV_H,"BENCH SCALE FOR TERTIARY TREATMENTUV alone,low pressure mercury lamp, 245nm, rate: 0.5mWcm-2, dose: 0-80 mJcm-2",UV
UV_I,"BENCH SCALE FOR TERTIARY TREATMENT UV alone,low pressure mercury lamp, 245nm",UV
UF_MF_B,"BENCH SCALE FOR TERTIARY TREATMENT 
Grab samples of final effluent were collected from each of the test wastewater treatment facilities (WWTPs A, B, or C) at most 6 h before the experiment was carried out. Effluent collection occurred during cool (2e15  C) working week mornings, avoiding rain or snow events taking place during the previous 24 h. The effluent was immediately transported to the lab where it was kept at 4  C prior to use. As a pretreatment to eliminate particles above the colloid size range, the effluent was vacuum-filtered through a 1.2 mm pore-size mixed cellulose ester membrane (Millipore, Billerica, MA) using a sterilized NalgeneÒ polysulfone filter holder
(Thermo Fisher Scientific, Rochester, NY).

Each of the WWTP effluents was subjected to cascading filtration experiments and compared with appropriate controls. MF was carried out using 0.45 mm and 0.1 mm pore size Durapore hydrophilic polyvinylidene fluoride (PVDF) membranes (Millipore, Billerica, MA), and a NalgeneÒ polysulfone filter holder (Thermo Fisher Scientific, Rochester, NY). To compare the effect of membrane type, Anodisc 47 alumina
0.1 mm pore size membranes (Whatman GmbH, Germany) were compared to the Durapore membrane of the same pore size. UF was carried out using 100 kDa, 10 kDa, and 1 kDa MWCO Ultracel regenerated cellulose membranes (Millipore, Billerica, MA) and an 8200 Ultrafiltration Stirred Cell (Millipore). UF filtrates flowed into baked glass flasks shielded by baked aluminum foil. Because the UF membranes were reusable, they were cleansed between usages using DNA Away (Molecular Bio Products, San Diego, CA) followed by a thorough rinsing step that included filtering water through the membrane for at least 10 min. 
",UF
UF_C,"BENCH SCALE FOR TERTIARY TREATMENT

PVDF ultrafiltration membrane (Sepro, Carlsbad, CA) with a molecular weight cutoff of 100 kDa was used as a substrate. Before use, membranes were immersed in ethanol for 30 min, followed by three 30-min periods of rinse with deionized (DI) water to remove residual ethanol. Titanium oxide nanoparticles (TiO2, P25) were acquired from Evonik Industries AG. Tris-HCl solution (1 M, pH 9) and dopamine hydrochloride were purchased from Sinopharm Chemical Reagent Co., Ltd. The secondary wastewater effluent samples were collected from a WWTP located in Jinan City, China (36°42?11?N, 117°02?10?E).",UF
UF_D,BENCH SCALE FOR TERTIARY TREATMENT TO FILL;  https://doi.org/10.1080/10643389.2020.1835124,UF
UF_E,"BENCH SCALE FOR TERTIARY TREATMENT

In the current study, the experimental raw water was collected from the secondary sedimentation tank of a WWTP in Beijing, China. All samples were aseptically collected in sterile containers and transported to the laboratory on ice for immediate processing. The experimental PAC was shell-activated carbon purchased from Shanghai (Heatton) Environmental Sci-Tech Co., Ltd. The PAC was washed with pure water to the value of UV254 being close to zero, dried at 105  C for 3 h and then placed in a vacuum drying pan. During the cultivation of BPAC, the concentration of PAC was 2 g/L. The raw water was manually added once per 24 h, and the reactor was controlled to have an effective volume of 2 L. An aeration head was installed at the bottom of the organic glass column reactor with a diameter of 15 cm and a height of 25 cm. An aeration rate of 3 L/min was used to provide oxygen for microorganisms while avoiding the deposition of activated carbon at the bottom. Through this process, BPAC was cultivated for use in the experiment. Polyethersulfone (PES) flat-sheet UF membranes purchased from Millipore (USA) with molecular weight cutoff (MWCO) of 100 and 1 kDa were used in this study. The effective membrane area was 41.8 cm2 .",UF
UF_F,"BENCH SCALE FOR TERTIARY TREATMENT 

Polyether sulfone flat-sheet UF membranes with molecular weight cutoff (MWCO) of 100 kDa used in our study were purchased from AMF (USA). Shell-based PAC was purchased from Heatton Environmental Protection Technology Co. Ltd. (Shanghai, China). The filtration experiment was performed without stirring in dead-end UF filtration mode. The constant filtration pressure provided by nitrogen was maintained at 0.10 MPa. The volume of the Millipore ultrafiltration filter bowl (Amicon 8400, USA) was 400 mL. The permeate flux was collected in a beaker on an electronic balance (ME2002E, USA), and recorded online by a connected computer. Flux was calculated according to Darcy’s law.",UF
MF_RO_G,"A typical WWTPs combining the CAS system with the IMR system in Yantai City, was chosen to investigate the removal of ARGs. Besides, the effluent of the WWTPs and seawater collected from the receiving sea were monitored for investigating the influence of the WWTPs on receiving environment.",RO
CAS_UV_A,"WWTP description: This study was conducted at a full-scale UWTP located in Northern Portugal, equipped with activated sludge secondary treatment and UV disinfection. The plant serves a population of 170,000 inhabitant equivalent, has an average daily flow of 35,900 m3 , and average daily values of chemical oxygen demand (COD): 222470 kg; biological oxygen demand (BOD5): 211100 kg; total suspended solids (TSS): 14460 kg; total nitrogen (Kjeldahl): 2550 kg; and total phosphorous: 500 kg . The treatment includes a homogenization chamber and a bar screen to remove gross solids; a grit and a grease removal chambers, to remove small solids and fats; a primary settling tank to remove the settleable solids; an activated sludge biological treatment, with recirculation between the aerobic and anoxic tanks for removing the organic load and nutrients (N and P); and an open channel 

UV description: UV system (Trojan, UV3000HO), with 38 × 8 150 W lamps per channel and a contact time of 11.44 s, corresponding to a dose of 29.7 mJ/cm2 .",UV
CAS_Z2,"A WWTP in Harbin (China), with an average daily flow of 150,000 m3 /d and a catchment area of 110 km2, was selected for the collection of wastewater samples. The WWTP employs a cyclic activated sludge system (CASS) to treat domestic sewage and approximately 30% of pharmaceutical and other industrial wastewaters. The main product manufactured by the pharmaceutical factory upstream of the WWTP in Harbin is penicillin sodium. UV disinfection is applied as the tertiary treatment with a dose of 20 mJ/cm2",CAS
UV_J,"input frpm cas_z2, full scale connected to wwtp, UV disinfection is applied as the tertiary treatment with a dose of 20 mJ/cm2
.",UV
O3_H,"input from uv_J

Batch experiments were carried out in a 2 L reactor (Fig. 1 (b)). Ozone was generated from pure oxygen (99.9%) by an ozone generator (YT-018, China). An aerator at the bottom of the reactor was used to diffuse ozone into the water. The ozone concentration was measured using an ozone analyzer, and the ozone dose was controlled at 10, 20, 40, and 60 mg/L with 20 min of contact time.",O3
GAC_B,"input from uv_J
BENCH SCALE
Two filter columns, each filled with a different type of activated carbon, were used in the ARG adsorption experiment. Coal-based granular activated carbon (GAC) and nutshell-based amorphous granular activated carbon (AGAC) were used (Fig. 1(c)). The physical properties of the activated carbon are listed in Table 1. The secondary effluent taken from the WWTP was fed into the column through the bottom at a flow rate of 0.6 L/h. The hydraulic retention time (HRT) remained 1 h. Two 24-h composite effluent samples were collected, respectively, at 48 h (24– 48 h composite samples) and 96 h (72–96 h composite samples), and the refrigerated samples were subsequently used for DNA extraction.",GAC
GAC_C,"input from uv_J
BENCH SCALE
Two filter columns, each filled with a different type of activated carbon, were used in the ARG adsorption experiment. Coal-based granular activated carbon (GAC) and nutshell-based amorphous granular activated carbon (AGAC) were used (Fig. 1(c)). The physical properties of the activated carbon are listed in Table 1. The secondary effluent taken from the WWTP was fed into the column through the bottom at a flow rate of 0.6 L/h. The hydraulic retention time (HRT) remained 1 h. Two 24-h composite effluent samples were collected, respectively, at 48 h (24– 48 h composite samples) and 96 h (72–96 h composite samples), and the refrigerated samples were subsequently used for DNA extraction.",GAC
SF_UV_A,"The AL plant discharges approximately 3.8 _ 106 L/day of treated effluent into a river. The WWTP services around 600Ð800 customer connections including a Canadian Forces airbase, which contains a small hospital unit. There would also be several small commercial operations in the sewershed. Treatment steps include screening, two mechanically aerated lagoons (no recycling), two clarifiers, sand filtration, and ultra violet light (UV) disinfection. The hydraulic retention time in the lagoons ranges between 18 and 24 h (personal communications, plant operator), the organic loading rate to the lagoons is 0.12 kg CBOD5/ m2 /d, and the mixed liquor suspended solids (MLSS) is approximately 300 mg/L. The surface overflow rate of the clarifiers is 14 m/d. The UV system is a Trojan 3000 PTP (Trojan Technologies, London, ON, Canada) with a design UV dose of 50 mJ/cm2 . The plant is designed to produce effluent with a maximum of 5 mg/L for CBOD5 and 5 mg/L for TSS. ",UV
BNR_UV_A,"The BNR plant services approximately 13,000 people in an urban area, including a local hospital, and light commercial and industrial operations. The effluent discharge of approximately 11.4 _ 106 L/day is released into a harbour. The BNR plant uses the modified Johannesburg process, which is designed with activated sludge and sequential anaerobic, anoxic and aerobic reactor zones to remove ammonia, phosphorus, and nitrogen. Treatment steps include primary clarifiers, BNR process reactors, two secondary clarifiers, and UV disinfection. The hydraulic retention time in the BNR process reactors is approximately 21 h (personal communication, plant operator). The design MLSS and sludge age in the BNR process reactors are 3500 mg/L and 15 days, respectively. The surface overflow rates of the primary and secondary clarifiers are 30 and 15 m/d, respectively. The UV system is a Wedeco Model TAK55L (Xylem, Rye Brook, NY, USA) operated at a UV dose of 250 mJ/cm2 . The plant is designed to produce effluent with maximum concentrations of 10 mg/L for CBOD5, 10 mg/L for TSS, 10 mg/L Total Nitrogen (TN) and 1 mg/L Total Phosphorus (TP). Duplicate samples were collected in pre-sterilized 1 L Nalgene collection bottles (Thermo Fisher Scientific) and collected from the raw influent (A), after the primary clarifiers (B), after BNR treatment (C), after the secondary clarifiers where out-going water from the two clarifiers was mixed (D), and after UV disinfection (E)",UV
UV_K,"BENCH SCALE / Pilot scale TERTIARY TREATMENT.. Solar photo fenton raceaway pond reactor
Experiments were carried out in a raceaway pond reactor at pilot plat scale aunder natural solar irradiation at Plataforma Solar of Almeria, Spain, in clear sunny days. The raceaway pond reactor briefly consists of an open reactor with dimensions of 97*45 cm, 15cm liquid depth and a total working volume of 90L. Prior to start with solar exposure, the aqueous solution was homogenized in the dark, according to the following additions sequence: CECs and bacteria mixture (if necessary for 10 mins and then H2O2 for 5 mins. After the reactor was uncovered and the experiment started. The desired Fe:EDDS concentration was added after different times of sunlight/H2O2 process. The solar UV-A radiation was measured by a pyranometer (280-400nm, Model CUV-5, Kipp&Zonen) mouted on a horizontal platform and located close to the RPR at PSA facilities. The sequential treatment was always performed with sunlight/H202 process at the initial step followed by the addition of Fe:EDDS to promote solar photo fenton. 
",UV_H2O2
Cl_F,"Two full-scale activated sludge WWTPs in northern China were investigated. WWTP1 processes approximately 540,000 m3 per day of mainly domestic sewage from a population of about 2.1 million. Both plants employ anaerobic and anoxic lagoons followed by a conventional activated sludge process, the contact time for chlorination of treated effluent is 30 min, with a chlorine (Cl2) disinfection dose of 5 mg/L.",Cl
Cl_G,"WWTP2 processes approximately 580,000 m3 per day of both domestic and industrial wastewater for a population of about 2.2 million. Both plants employ anaerobic and anoxic lagoons followed by a conventional activated sludge process, the contact time for chlorination of treated effluent is 30 min, with a chlorine (Cl2) disinfection dose of 5 mg/L.",Cl
CAS_AA,"Five PWWTPs with different combinations of biological and physical/chemical technology processes in Northern China were investigated. Among the five different biological treatment processes, PWWTP A used a cyclic activated sludge
system (CASS), which was a sequencing batch reactor operated in a successively arrangement of aerobic and anaerobic stages. ",CAS
EGSB_MBR_A,"Five PWWTPs with different combinations of biological and physical/chemical technology processes in Northern China were investigated. WWTP B combined an expanded granular sludge bed reactor (EGSB), which was a new type of anaerobic reactor, and a membrane bioreactor (MBR) system. ",MBR
EAS_A,"Five PWWTPs with different combinations of biological and physical/chemical technology processes in Northern China were investigated. PWWTP C utilized an extended aeration activated sludge (EAAS) system, which involves retaining the activated sludge for 24–48 h in an aeration tank. ",CAS
CAS_AB,Five PWWTPs with different combinations of biological and physical/chemical technology processes in Northern China were investigated. The processes of conventional activated sludge (CAS) system were applied in PWWTP D.,CAS
A2O_A,Five PWWTPs with different combinations of biological and physical/chemical technology processes in Northern China were investigated. while anaerobic–anoxic–oxic (A/A/O) operation was applied in PWWTP E.,CAS
UF_G,"Wastewater collected downstream of the activated sludge system, in a UWTP situated in Cyprus (designed capacity=272000 population equivalents, inhabitants served=151000, average flow=21480 m3/ day), was used as feed solution for the UF experiments (quoted as CAS effluent).ÊAn ultrafiltration pilot plant located at the University of Cyprus campus was used for the implementation of the UF experiments. The pilot plant is comprised of four parallel ultrafiltration PVDF polymeric tubular hollow-fibre membranes that operate in batch mode (KOCH, Germany, model: ABCOR¨ FEG plus module 10-HFM-251-PVI). The membranesÕ charge is neutral, the nominal pore diameter is 0.03 _m, while the effective membrane surface area is 0.2 m2. The MWCO of the UF membranes is 100 kDa, while the treatment capacity of the UF-pilot unit is 1 m3/day. The UF plant is equipped with a 200 L stainless-steel feed tank to store and deliver the wastewater to the system. A pressure pump (GRUNDFOS, 2.2 kW) is used to supply the feed liquid through the membranes. The filtered wastewater flows directly from the membranes to the permeate tank, whereas the concentrate returns to the feed tank, while recirculating. The filtration technique applied to the pilot unit is the cross-flow filtration (also known as tangential-flow filtration). At the beginning of the UF experiments, the feed tank was filled with 100 L of CAS effluents. Then, a predetermined volume of each of the stock solution of the antibiotics was added to the wastewater effluent (100 _g L-1 for each of the antibiotics in the wastewater). The target antibiotics were detected at very low concentrations in the CAS effluents using UPLC/MS-MS, therefore their inherent concentration was regarded as negligible. During the loading of the feed tank with the antibiotics, the feed pump which transfers the effluents to the system, was in the off mode, to avoid any loss of antibiotic compounds through adsorption onto the membranes. After homogenization (mixed manually), a sample was taken and analysed. The measured concentration represented the initial antibiotic concentration in the feed wastewater. Then, the filtration experiments began, ran for 20 min, and ended when the 100 L starting volume was reduced to 50 L as concentrate (volumetric concentration factor (VCF) of 2) and 50 L of permeate was generated. The permeate flow rate was 2.5 L min__ 1.Ê",UF
WWTPA,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
WWTPB,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
WWTPC,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
WWTPD,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
WWTPE,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
WWTPF,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
WWTPG,"The Hangzhou region comprises the Hangzhou metropolitan area (eight districts, including Yuhang) and five county-level cities (including Linan). The sampling sites (Fig. 1) included eight rural domestic sewage treatment systems and four municipal wastewater treatment systems. Detailed information on the sampling sites is shown in Table 1. Sites A, B, and C represented rural domestic sewage treatment systems for single families. Sites D to H represented rural domestic sewage treatment systems for towns or villages. Sites I to L represented municipal wastewater treatment plants. Sites I and J received domestic sewage from the suburbs of Hangzhou, while sites K and L received domestic sewage from the city areas of Hangzhou. There were no factories or livestock farms near the sampling sites. For systems A to H, the effluents discharged into irrigation ditches, and then permeated into nearby land and/or farmland. The effluent of system I was released into Shangtang River, the effluent of system J was discharged into Qingshan Lake, and the effluent of systems K and L were discharged into Qiangtang River. Due to the discontinuous nature of rural wastewaters, a composite sampling method was adopted: the samples were collected three times throughout the sampling day (i.e., morning, noon, and evening) and then mixed together. Water samples were stored in amber glass bottles. The influents and effluents from the four municipal WWTPs were collected in equal proportions every hour using a 24-h composite sampler. The samples were delivered to the laboratory on ice and processed within 24 h.",STP
